age,sexe,pays_origine,raison_voyage,provenance,destination,papiers_valides,casier_judiciaire,niveau_risque
32,Femme,Tanzanie,Affaires,Lubumbashi,Nairobi,1,1,Moyen
19,Homme,Burundi,Études,Goma,Kinshasa,0,0,Moyen
31,Femme,Zambie,Tourisme,Kigali,Mbujimayi,0,1,Élevé
38,Homme,Burundi,Tourisme,Kisangani,Nairobi,1,1,Moyen
56,Femme,Ouganda,Migration,Kigali,Mbujimayi,1,1,Moyen
47,Homme,Zambie,Transit,Kigali,Luanda,0,0,Moyen
38,Homme,Angola,Transit,Kinshasa,Kananga,1,0,Faible
50,Femme,Burundi,Études,Lubumbashi,Luanda,1,1,Moyen
29,Femme,Tanzanie,Études,Lusaka,Nairobi,0,0,Moyen
49,Femme,Angola,Affaires,Kisangani,Kinshasa,0,1,Élevé
18,Femme,Angola,Affaires,Goma,Luanda,1,1,Moyen
61,Femme,Burundi,Migration,Goma,Kananga,0,0,Moyen
68,Homme,Rwanda,Tourisme,Kisangani,Kananga,1,0,Faible
67,Femme,Ouganda,Migration,Kigali,Luanda,0,0,Moyen
35,Femme,Ouganda,Tourisme,Lusaka,Kinshasa,0,1,Élevé
24,Homme,Rwanda,Tourisme,Goma,Tshikapa,1,0,Faible
46,Homme,Zambie,Affaires,Lubumbashi,Nairobi,1,1,Moyen
28,Homme,Zambie,Affaires,Lubumbashi,Mbujimayi,1,1,Moyen
56,Homme,Rwanda,Transit,Kisangani,Luanda,1,0,Faible
26,Femme,RDC,Transit,Lusaka,Kananga,0,0,Moyen
27,Femme,Zambie,Affaires,Lusaka,Kinshasa,1,0,Faible
54,Femme,Tanzanie,Migration,Goma,Kinshasa,0,0,Moyen
43,Femme,Tanzanie,Transit,Goma,Kinshasa,1,0,Faible
67,Homme,Tanzanie,Migration,Lusaka,Nairobi,1,0,Faible
68,Femme,Angola,Migration,Lubumbashi,Kinshasa,1,1,Moyen
36,Femme,Ouganda,Études,Lubumbashi,Luanda,1,1,Moyen
61,Homme,RDC,Tourisme,Lusaka,Kinshasa,0,0,Moyen
28,Femme,Burundi,Tourisme,Goma,Kananga,0,1,Élevé
28,Femme,RDC,Transit,Kisangani,Mbujimayi,1,0,Faible
21,Femme,Tanzanie,Transit,Lusaka,Nairobi,0,1,Élevé
59,Homme,Tanzanie,Tourisme,Kinshasa,Kananga,1,0,Faible
26,Homme,Ouganda,Migration,Kinshasa,Mbujimayi,1,0,Faible
45,Homme,Burundi,Tourisme,Lubumbashi,Kinshasa,0,0,Moyen
24,Femme,Rwanda,Transit,Lubumbashi,Kinshasa,0,0,Moyen
22,Homme,Ouganda,Affaires,Goma,Tshikapa,0,0,Moyen
44,Femme,Zambie,Affaires,Kinshasa,Mbujimayi,0,0,Moyen
55,Femme,Rwanda,Migration,Kisangani,Kananga,0,1,Élevé
59,Homme,Angola,Études,Kigali,Luanda,1,0,Faible
60,Femme,Angola,Études,Kigali,Luanda,0,1,Élevé
36,Homme,Zambie,Affaires,Goma,Kinshasa,0,0,Moyen
49,Homme,Ouganda,Tourisme,Kisangani,Tshikapa,0,1,Élevé
54,Femme,Rwanda,Études,Lusaka,Kananga,1,0,Faible
19,Homme,RDC,Transit,Lubumbashi,Mbujimayi,0,1,Élevé
50,Femme,Tanzanie,Études,Goma,Kinshasa,1,0,Faible
58,Homme,Rwanda,Tourisme,Kisangani,Mbujimayi,0,0,Moyen
52,Femme,Burundi,Études,Lusaka,Nairobi,0,1,Élevé
62,Femme,Tanzanie,Affaires,Kinshasa,Kananga,0,1,Élevé
25,Femme,Ouganda,Études,Kinshasa,Tshikapa,0,0,Moyen
18,Homme,Tanzanie,Tourisme,Lubumbashi,Kinshasa,1,1,Moyen
28,Femme,Angola,Transit,Lusaka,Mbujimayi,0,1,Élevé
69,Femme,Rwanda,Études,Kinshasa,Tshikapa,0,1,Élevé
47,Femme,RDC,Migration,Kigali,Kananga,1,0,Faible
34,Homme,Ouganda,Tourisme,Lubumbashi,Nairobi,0,0,Moyen
18,Homme,RDC,Migration,Kisangani,Kinshasa,0,0,Élevé
20,Femme,Angola,Transit,Lubumbashi,Kinshasa,1,1,Moyen
70,Homme,Ouganda,Transit,Kinshasa,Luanda,0,0,Moyen
32,Homme,Burundi,Tourisme,Goma,Tshikapa,1,1,Moyen
23,Femme,RDC,Transit,Lubumbashi,Tshikapa,1,0,Faible
47,Femme,Ouganda,Migration,Lubumbashi,Nairobi,0,0,Moyen
18,Femme,RDC,Affaires,Kigali,Tshikapa,0,1,Élevé
18,Femme,Zambie,Transit,Kinshasa,Kananga,0,1,Élevé
49,Homme,Angola,Transit,Kinshasa,Mbujimayi,0,1,Élevé
62,Femme,Burundi,Tourisme,Kigali,Mbujimayi,0,1,Élevé
22,Homme,Burundi,Affaires,Lubumbashi,Tshikapa,1,1,Moyen
69,Femme,Tanzanie,Transit,Kisangani,Kinshasa,1,0,Faible
22,Homme,Angola,Études,Kinshasa,Kananga,0,0,Moyen
46,Femme,Rwanda,Migration,Kinshasa,Luanda,1,0,Faible
46,Femme,Burundi,Transit,Kinshasa,Mbujimayi,0,1,Élevé
70,Homme,Angola,Transit,Lubumbashi,Mbujimayi,0,1,Élevé
43,Homme,Tanzanie,Transit,Kisangani,Kananga,0,1,Élevé
46,Homme,RDC,Migration,Kinshasa,Kananga,0,0,Moyen
21,Homme,Angola,Affaires,Goma,Tshikapa,0,1,Élevé
70,Homme,RDC,Tourisme,Lubumbashi,Nairobi,1,0,Faible
23,Femme,RDC,Tourisme,Goma,Mbujimayi,0,1,Élevé
70,Femme,Burundi,Tourisme,Goma,Nairobi,1,0,Faible
40,Homme,Angola,Transit,Kisangani,Kinshasa,0,0,Moyen
57,Homme,Tanzanie,Transit,Goma,Kinshasa,1,0,Faible
23,Femme,Burundi,Affaires,Goma,Kananga,0,0,Moyen
42,Femme,Burundi,Études,Goma,Tshikapa,1,1,Moyen
35,Homme,RDC,Transit,Kigali,Kananga,0,1,Élevé
21,Femme,Ouganda,Transit,Kigali,Kananga,0,0,Moyen
33,Homme,Rwanda,Études,Lusaka,Mbujimayi,0,1,Élevé
40,Homme,Angola,Affaires,Kigali,Tshikapa,1,0,Faible
63,Femme,Ouganda,Études,Lubumbashi,Luanda,0,1,Élevé
52,Femme,Angola,Migration,Kinshasa,Mbujimayi,0,0,Moyen
56,Homme,RDC,Études,Goma,Mbujimayi,1,0,Faible
69,Homme,Rwanda,Affaires,Kisangani,Mbujimayi,0,0,Moyen
55,Homme,Zambie,Tourisme,Kigali,Tshikapa,0,1,Élevé
63,Femme,Ouganda,Tourisme,Kisangani,Tshikapa,1,0,Faible
28,Femme,Zambie,Migration,Lusaka,Tshikapa,0,1,Élevé
32,Homme,Burundi,Transit,Lusaka,Nairobi,1,0,Faible
29,Homme,Tanzanie,Études,Goma,Luanda,0,0,Moyen
56,Femme,Zambie,Études,Lubumbashi,Nairobi,0,1,Élevé
27,Femme,Tanzanie,Tourisme,Lubumbashi,Tshikapa,1,0,Faible
58,Homme,Zambie,Transit,Goma,Mbujimayi,1,0,Faible
33,Homme,Rwanda,Transit,Kinshasa,Nairobi,0,0,Moyen
42,Femme,Tanzanie,Migration,Lubumbashi,Kinshasa,1,1,Moyen
40,Femme,RDC,Migration,Kigali,Nairobi,0,0,Moyen
46,Homme,Zambie,Tourisme,Kisangani,Mbujimayi,1,1,Moyen
24,Homme,Rwanda,Affaires,Goma,Kananga,0,0,Moyen
39,Femme,Tanzanie,Tourisme,Goma,Nairobi,0,1,Élevé
28,Homme,RDC,Transit,Lubumbashi,Kananga,1,1,Moyen
60,Femme,Rwanda,Affaires,Kinshasa,Mbujimayi,1,1,Moyen
27,Homme,Rwanda,Tourisme,Goma,Mbujimayi,1,1,Moyen
30,Homme,RDC,Affaires,Lubumbashi,Nairobi,1,0,Faible
48,Homme,Rwanda,Migration,Goma,Kinshasa,1,0,Faible
59,Femme,Angola,Transit,Goma,Tshikapa,0,1,Élevé
20,Femme,Burundi,Migration,Kisangani,Kananga,1,0,Moyen
27,Homme,RDC,Transit,Kigali,Kinshasa,0,0,Moyen
42,Femme,Ouganda,Migration,Kigali,Kananga,1,1,Moyen
23,Femme,Zambie,Tourisme,Kigali,Luanda,0,0,Moyen
66,Femme,Angola,Affaires,Lubumbashi,Kananga,0,0,Moyen
45,Homme,Tanzanie,Migration,Lubumbashi,Nairobi,0,1,Élevé
38,Homme,RDC,Migration,Kigali,Kinshasa,1,1,Moyen
51,Femme,Zambie,Tourisme,Lusaka,Luanda,1,0,Faible
44,Homme,Angola,Études,Kigali,Luanda,0,0,Moyen
54,Homme,Zambie,Transit,Kigali,Tshikapa,1,1,Moyen
42,Femme,Ouganda,Études,Goma,Mbujimayi,0,1,Élevé
43,Homme,Ouganda,Études,Lusaka,Nairobi,1,0,Faible
43,Femme,Tanzanie,Affaires,Kinshasa,Nairobi,1,1,Moyen
41,Homme,Rwanda,Transit,Kisangani,Tshikapa,1,0,Faible
32,Homme,Rwanda,Migration,Kisangani,Tshikapa,1,0,Faible
30,Femme,Angola,Migration,Lusaka,Kinshasa,1,0,Faible
50,Homme,RDC,Transit,Lusaka,Luanda,1,0,Faible
67,Homme,Angola,Affaires,Lubumbashi,Mbujimayi,0,0,Moyen
47,Homme,Rwanda,Affaires,Kisangani,Tshikapa,1,1,Moyen
58,Homme,Tanzanie,Tourisme,Lubumbashi,Tshikapa,1,1,Moyen
29,Femme,Ouganda,Études,Kisangani,Tshikapa,0,1,Élevé
65,Homme,Rwanda,Tourisme,Goma,Mbujimayi,0,0,Moyen
32,Homme,Tanzanie,Affaires,Kisangani,Nairobi,1,0,Faible
67,Homme,Burundi,Affaires,Lusaka,Kananga,0,0,Moyen
34,Femme,Tanzanie,Transit,Goma,Kinshasa,1,1,Moyen
34,Homme,Burundi,Transit,Lusaka,Luanda,1,0,Faible
18,Femme,Ouganda,Études,Kigali,Tshikapa,1,0,Faible
48,Homme,Rwanda,Transit,Lusaka,Tshikapa,1,1,Moyen
59,Femme,Angola,Affaires,Kigali,Kananga,0,1,Élevé
60,Femme,Tanzanie,Affaires,Lusaka,Mbujimayi,1,1,Moyen
34,Femme,Burundi,Migration,Lusaka,Mbujimayi,0,1,Élevé
64,Homme,Tanzanie,Études,Lusaka,Kinshasa,1,1,Moyen
28,Homme,Rwanda,Tourisme,Goma,Kananga,1,0,Faible
61,Femme,Tanzanie,Tourisme,Lubumbashi,Tshikapa,0,1,Élevé
44,Femme,Rwanda,Transit,Kigali,Tshikapa,1,0,Faible
48,Homme,Zambie,Études,Kigali,Luanda,0,1,Élevé
30,Homme,Zambie,Migration,Kigali,Tshikapa,1,0,Faible
27,Homme,Angola,Transit,Goma,Luanda,1,0,Faible
38,Homme,Zambie,Tourisme,Goma,Tshikapa,0,1,Élevé
58,Homme,RDC,Migration,Kisangani,Kananga,0,0,Moyen
49,Homme,Angola,Études,Goma,Nairobi,1,1,Moyen
45,Femme,Burundi,Tourisme,Kinshasa,Luanda,0,1,Élevé
18,Femme,Zambie,Études,Lubumbashi,Mbujimayi,0,0,Moyen
32,Femme,Rwanda,Affaires,Kinshasa,Kinshasa,1,0,Faible
22,Homme,Rwanda,Transit,Goma,Nairobi,1,1,Moyen
61,Homme,Rwanda,Migration,Kisangani,Kananga,0,1,Élevé
19,Homme,Angola,Affaires,Lubumbashi,Nairobi,0,0,Moyen
25,Femme,Tanzanie,Tourisme,Goma,Nairobi,1,0,Faible
56,Homme,Tanzanie,Tourisme,Lusaka,Mbujimayi,0,0,Moyen
44,Femme,Burundi,Tourisme,Kigali,Tshikapa,1,0,Faible
31,Homme,Rwanda,Migration,Lusaka,Mbujimayi,1,0,Faible
44,Homme,Ouganda,Études,Kinshasa,Tshikapa,0,0,Moyen
49,Homme,Ouganda,Affaires,Kisangani,Luanda,0,1,Élevé
63,Femme,Rwanda,Affaires,Kinshasa,Luanda,1,0,Faible
62,Femme,Rwanda,Affaires,Kinshasa,Mbujimayi,0,0,Moyen
54,Femme,Angola,Tourisme,Kigali,Mbujimayi,0,1,Élevé
59,Homme,Burundi,Transit,Kisangani,Kinshasa,0,0,Moyen
70,Homme,Zambie,Tourisme,Kisangani,Tshikapa,1,1,Moyen
65,Homme,RDC,Tourisme,Kinshasa,Kananga,0,1,Élevé
40,Femme,Ouganda,Transit,Lusaka,Mbujimayi,1,1,Moyen
29,Homme,Burundi,Migration,Goma,Tshikapa,1,1,Moyen
69,Femme,Tanzanie,Affaires,Kinshasa,Kananga,0,0,Moyen
24,Femme,Ouganda,Migration,Kigali,Nairobi,1,0,Moyen
57,Femme,Zambie,Transit,Kigali,Mbujimayi,0,1,Élevé
49,Homme,Burundi,Migration,Kinshasa,Mbujimayi,1,1,Moyen
18,Homme,Tanzanie,Transit,Kigali,Luanda,0,1,Élevé
60,Homme,Burundi,Transit,Lusaka,Nairobi,1,0,Faible
70,Homme,RDC,Affaires,Kigali,Kinshasa,1,0,Faible
22,Femme,Rwanda,Affaires,Kisangani,Tshikapa,0,0,Moyen
53,Femme,Burundi,Affaires,Kinshasa,Kinshasa,1,1,Moyen
23,Femme,Burundi,Transit,Kinshasa,Kinshasa,0,0,Moyen
43,Femme,RDC,Études,Kigali,Mbujimayi,0,1,Élevé
50,Homme,Tanzanie,Migration,Kisangani,Tshikapa,0,0,Moyen
47,Femme,Ouganda,Études,Kigali,Kinshasa,1,1,Moyen
25,Homme,Zambie,Affaires,Kinshasa,Tshikapa,1,1,Moyen
53,Femme,Tanzanie,Tourisme,Kinshasa,Kananga,1,0,Faible
70,Femme,RDC,Transit,Kigali,Kananga,0,0,Moyen
43,Homme,Burundi,Affaires,Lusaka,Tshikapa,0,1,Élevé
20,Homme,Zambie,Migration,Goma,Nairobi,0,1,Élevé
18,Homme,Ouganda,Migration,Kigali,Kinshasa,0,0,Élevé
64,Homme,RDC,Migration,Lusaka,Luanda,1,1,Moyen
44,Homme,Rwanda,Migration,Kisangani,Tshikapa,1,0,Faible
26,Femme,Ouganda,Études,Kisangani,Nairobi,1,0,Faible
30,Homme,Ouganda,Transit,Lusaka,Tshikapa,0,0,Moyen
50,Femme,Tanzanie,Tourisme,Kisangani,Luanda,1,1,Moyen
61,Femme,Zambie,Migration,Kinshasa,Luanda,0,0,Moyen
42,Homme,RDC,Tourisme,Lubumbashi,Tshikapa,0,1,Élevé
61,Femme,Angola,Tourisme,Lusaka,Tshikapa,0,0,Moyen
40,Femme,RDC,Études,Lusaka,Nairobi,0,1,Élevé
33,Femme,Tanzanie,Tourisme,Goma,Kinshasa,1,1,Moyen
53,Homme,RDC,Transit,Lubumbashi,Luanda,1,0,Faible
58,Femme,Zambie,Études,Kigali,Nairobi,0,0,Moyen
36,Femme,Angola,Tourisme,Lubumbashi,Kananga,0,1,Élevé
20,Femme,Rwanda,Études,Kisangani,Kananga,0,1,Élevé
18,Femme,Burundi,Affaires,Kinshasa,Kananga,1,0,Faible
67,Femme,Burundi,Études,Kigali,Tshikapa,0,1,Élevé
51,Homme,Angola,Études,Kinshasa,Luanda,0,1,Élevé
52,Femme,RDC,Transit,Lubumbashi,Kananga,1,1,Moyen
41,Femme,Angola,Études,Kigali,Kinshasa,0,0,Moyen
60,Femme,Burundi,Affaires,Lusaka,Luanda,0,0,Moyen
61,Femme,Burundi,Tourisme,Goma,Tshikapa,1,0,Faible
51,Femme,Ouganda,Études,Goma,Kinshasa,0,1,Élevé
59,Homme,Rwanda,Études,Kinshasa,Mbujimayi,0,0,Moyen
58,Homme,Angola,Affaires,Lusaka,Kinshasa,0,0,Moyen
52,Femme,Tanzanie,Tourisme,Lusaka,Nairobi,0,0,Moyen
47,Femme,RDC,Tourisme,Kinshasa,Mbujimayi,0,1,Élevé
53,Homme,Ouganda,Affaires,Kisangani,Kinshasa,1,1,Moyen
58,Femme,Burundi,Transit,Kinshasa,Kinshasa,0,0,Moyen
59,Homme,Zambie,Études,Kinshasa,Nairobi,0,1,Élevé
50,Homme,Rwanda,Transit,Kigali,Mbujimayi,1,1,Moyen
42,Femme,Zambie,Tourisme,Goma,Kananga,0,0,Moyen
65,Femme,Zambie,Études,Kisangani,Nairobi,0,1,Élevé
61,Femme,RDC,Études,Kigali,Kananga,0,0,Moyen
18,Femme,Ouganda,Études,Kinshasa,Tshikapa,0,1,Élevé
31,Femme,Tanzanie,Études,Lubumbashi,Kananga,0,0,Moyen
57,Femme,Angola,Tourisme,Lubumbashi,Nairobi,0,1,Élevé
59,Homme,Rwanda,Tourisme,Kisangani,Mbujimayi,0,1,Élevé
39,Femme,Angola,Affaires,Kinshasa,Tshikapa,0,0,Moyen
38,Femme,Burundi,Transit,Kigali,Nairobi,1,0,Faible
54,Femme,Zambie,Transit,Goma,Kananga,0,1,Élevé
33,Homme,Tanzanie,Migration,Kisangani,Tshikapa,0,1,Élevé
48,Femme,Burundi,Transit,Kisangani,Kinshasa,0,0,Moyen
59,Homme,Zambie,Transit,Lubumbashi,Luanda,0,1,Élevé
64,Homme,Tanzanie,Tourisme,Kinshasa,Luanda,0,1,Élevé
67,Homme,RDC,Études,Kisangani,Luanda,1,0,Faible
41,Femme,Angola,Études,Lusaka,Tshikapa,0,1,Élevé
50,Homme,Burundi,Transit,Kigali,Mbujimayi,0,0,Moyen
66,Homme,Burundi,Affaires,Lubumbashi,Luanda,0,1,Élevé
40,Homme,Angola,Migration,Lubumbashi,Mbujimayi,1,1,Moyen
32,Homme,Tanzanie,Affaires,Kigali,Tshikapa,1,1,Moyen
47,Homme,RDC,Transit,Kinshasa,Nairobi,1,1,Moyen
55,Homme,Burundi,Migration,Kisangani,Luanda,0,1,Élevé
42,Homme,Ouganda,Migration,Kisangani,Tshikapa,1,1,Moyen
56,Homme,Ouganda,Affaires,Goma,Kananga,0,0,Moyen
50,Femme,Angola,Affaires,Lubumbashi,Kananga,1,0,Faible
60,Homme,Burundi,Transit,Lusaka,Mbujimayi,1,1,Moyen
48,Homme,Ouganda,Affaires,Lusaka,Kinshasa,0,0,Moyen
20,Homme,Ouganda,Études,Lubumbashi,Kananga,0,0,Moyen
21,Homme,Rwanda,Affaires,Kigali,Kinshasa,0,1,Élevé
23,Homme,Burundi,Études,Goma,Kinshasa,0,0,Moyen
44,Homme,Zambie,Études,Lubumbashi,Luanda,1,0,Faible
64,Femme,Burundi,Études,Kigali,Mbujimayi,0,1,Élevé
42,Homme,RDC,Tourisme,Lubumbashi,Luanda,1,0,Faible
56,Homme,Angola,Migration,Kigali,Luanda,0,0,Moyen
23,Femme,Tanzanie,Affaires,Kigali,Luanda,0,1,Élevé
51,Femme,Rwanda,Tourisme,Lusaka,Luanda,1,0,Faible
69,Femme,Zambie,Migration,Kisangani,Luanda,0,1,Élevé
26,Femme,Burundi,Affaires,Kinshasa,Tshikapa,1,1,Moyen
30,Homme,Tanzanie,Tourisme,Kigali,Luanda,0,0,Moyen
42,Homme,Tanzanie,Transit,Goma,Tshikapa,0,0,Moyen
45,Femme,Rwanda,Études,Goma,Luanda,1,1,Moyen
61,Femme,Zambie,Affaires,Goma,Luanda,1,0,Faible
41,Femme,Rwanda,Transit,Kigali,Tshikapa,1,0,Faible
60,Homme,Tanzanie,Affaires,Goma,Nairobi,0,0,Moyen
31,Femme,Zambie,Transit,Kigali,Luanda,0,0,Moyen
42,Homme,Zambie,Tourisme,Lubumbashi,Kinshasa,1,0,Faible
22,Femme,Angola,Transit,Kinshasa,Luanda,0,1,Élevé
43,Femme,Tanzanie,Études,Kinshasa,Kananga,1,1,Moyen
18,Homme,Zambie,Études,Kisangani,Kananga,0,0,Moyen
57,Homme,Tanzanie,Tourisme,Kisangani,Kananga,0,0,Moyen
23,Femme,Zambie,Migration,Kisangani,Nairobi,1,1,Élevé
55,Homme,Ouganda,Tourisme,Lusaka,Nairobi,0,0,Moyen
53,Femme,Tanzanie,Études,Kigali,Tshikapa,1,1,Moyen
32,Homme,Burundi,Migration,Kigali,Mbujimayi,1,0,Faible
44,Homme,Ouganda,Tourisme,Kigali,Tshikapa,1,0,Faible
69,Femme,Ouganda,Études,Kisangani,Nairobi,1,1,Moyen
54,Femme,Zambie,Affaires,Kisangani,Kinshasa,1,0,Faible
48,Homme,Rwanda,Tourisme,Goma,Nairobi,0,0,Moyen
69,Femme,Burundi,Transit,Kigali,Luanda,0,1,Élevé
33,Femme,RDC,Migration,Lusaka,Nairobi,1,0,Faible
53,Homme,Burundi,Transit,Kisangani,Kananga,1,0,Faible
65,Homme,Burundi,Affaires,Lubumbashi,Nairobi,0,1,Élevé
31,Homme,Angola,Affaires,Kigali,Tshikapa,0,0,Moyen
25,Homme,Tanzanie,Migration,Kigali,Mbujimayi,0,1,Élevé
41,Femme,Burundi,Études,Kisangani,Kinshasa,0,1,Élevé
43,Homme,Zambie,Études,Lubumbashi,Mbujimayi,1,1,Moyen
52,Homme,Ouganda,Transit,Goma,Nairobi,0,1,Élevé
25,Femme,Rwanda,Tourisme,Kinshasa,Nairobi,0,1,Élevé
55,Homme,Rwanda,Transit,Kigali,Tshikapa,0,1,Élevé
33,Femme,Burundi,Études,Kisangani,Tshikapa,0,1,Élevé
45,Homme,Burundi,Transit,Kisangani,Kinshasa,1,1,Moyen
29,Homme,Ouganda,Affaires,Kinshasa,Nairobi,1,0,Faible
53,Femme,Zambie,Migration,Lubumbashi,Kananga,0,1,Élevé
69,Homme,Angola,Migration,Goma,Kananga,1,1,Moyen
37,Femme,Ouganda,Études,Kinshasa,Kinshasa,0,0,Moyen
21,Homme,Zambie,Transit,Goma,Nairobi,0,1,Élevé
65,Femme,Rwanda,Transit,Kisangani,Luanda,1,1,Moyen
19,Femme,RDC,Transit,Lusaka,Luanda,0,0,Moyen
67,Femme,Rwanda,Transit,Lusaka,Luanda,1,1,Moyen
23,Femme,Ouganda,Transit,Goma,Nairobi,0,0,Moyen
58,Femme,Burundi,Études,Kigali,Kinshasa,0,0,Moyen
28,Femme,Angola,Transit,Kisangani,Nairobi,1,1,Moyen
56,Femme,Rwanda,Migration,Kisangani,Nairobi,1,1,Moyen
28,Homme,Zambie,Tourisme,Lubumbashi,Nairobi,0,1,Élevé
65,Homme,Angola,Affaires,Goma,Mbujimayi,0,0,Moyen
48,Homme,RDC,Migration,Kigali,Mbujimayi,0,1,Élevé
57,Homme,RDC,Migration,Kisangani,Kananga,0,1,Élevé
46,Homme,Angola,Études,Lubumbashi,Mbujimayi,0,1,Élevé
38,Femme,Burundi,Études,Kisangani,Luanda,1,0,Faible
62,Homme,Ouganda,Études,Goma,Nairobi,1,1,Moyen
40,Femme,Ouganda,Affaires,Kinshasa,Kinshasa,1,1,Moyen
44,Femme,Angola,Transit,Kinshasa,Mbujimayi,0,1,Élevé
36,Femme,Ouganda,Tourisme,Lusaka,Kinshasa,1,1,Moyen
18,Femme,Zambie,Transit,Kigali,Kananga,0,1,Élevé
30,Femme,Ouganda,Migration,Goma,Kananga,0,1,Élevé
42,Homme,Rwanda,Tourisme,Goma,Nairobi,0,1,Élevé
36,Femme,Burundi,Affaires,Kinshasa,Kananga,0,1,Élevé
25,Femme,Ouganda,Migration,Kisangani,Nairobi,1,0,Faible
38,Homme,Angola,Tourisme,Kigali,Mbujimayi,0,0,Moyen
36,Femme,Angola,Migration,Lusaka,Mbujimayi,0,0,Moyen
27,Homme,Burundi,Affaires,Kisangani,Kinshasa,1,1,Moyen
41,Femme,Tanzanie,Tourisme,Kisangani,Mbujimayi,0,0,Moyen
35,Femme,RDC,Études,Goma,Kananga,0,1,Élevé
70,Femme,Zambie,Tourisme,Kinshasa,Nairobi,0,1,Élevé
67,Femme,Angola,Tourisme,Lubumbashi,Kinshasa,0,0,Moyen
48,Femme,Tanzanie,Transit,Kisangani,Kananga,0,0,Moyen
34,Femme,Tanzanie,Transit,Lubumbashi,Tshikapa,0,0,Moyen
25,Homme,Tanzanie,Migration,Kisangani,Mbujimayi,0,1,Élevé
55,Homme,Burundi,Affaires,Kinshasa,Mbujimayi,1,0,Faible
41,Homme,Angola,Affaires,Goma,Mbujimayi,1,0,Faible
21,Femme,Tanzanie,Affaires,Lusaka,Luanda,0,0,Moyen
49,Homme,Rwanda,Études,Lusaka,Tshikapa,1,0,Faible
19,Femme,Rwanda,Affaires,Kisangani,Mbujimayi,1,1,Moyen
53,Femme,Ouganda,Migration,Lubumbashi,Luanda,0,1,Élevé
38,Femme,Rwanda,Études,Kigali,Kananga,0,0,Moyen
46,Femme,Zambie,Transit,Kigali,Tshikapa,1,0,Faible
67,Femme,Tanzanie,Affaires,Kinshasa,Luanda,1,0,Faible
38,Homme,Tanzanie,Études,Goma,Kananga,1,0,Faible
57,Femme,Rwanda,Migration,Lusaka,Tshikapa,0,0,Moyen
51,Homme,RDC,Affaires,Lubumbashi,Mbujimayi,0,0,Moyen
49,Homme,RDC,Tourisme,Kigali,Nairobi,1,1,Moyen
51,Femme,RDC,Transit,Lubumbashi,Luanda,0,0,Moyen
31,Femme,Zambie,Tourisme,Goma,Nairobi,0,1,Élevé
53,Femme,Zambie,Transit,Lusaka,Mbujimayi,1,0,Faible
64,Homme,Zambie,Transit,Kinshasa,Kananga,0,0,Moyen
64,Homme,Ouganda,Migration,Lubumbashi,Kananga,0,0,Moyen
53,Femme,Tanzanie,Tourisme,Lusaka,Luanda,1,1,Moyen
62,Femme,RDC,Affaires,Lubumbashi,Luanda,1,1,Moyen
60,Homme,Ouganda,Études,Goma,Tshikapa,1,1,Moyen
41,Femme,Zambie,Migration,Lusaka,Tshikapa,0,0,Moyen
42,Femme,Rwanda,Migration,Goma,Kinshasa,0,0,Moyen
36,Homme,Ouganda,Affaires,Kisangani,Mbujimayi,1,0,Faible
31,Femme,RDC,Transit,Kigali,Luanda,0,0,Moyen
20,Femme,Rwanda,Affaires,Lubumbashi,Tshikapa,1,0,Faible
32,Femme,Zambie,Transit,Kinshasa,Luanda,1,0,Faible
64,Homme,Tanzanie,Transit,Goma,Kananga,1,0,Faible
56,Femme,RDC,Études,Goma,Mbujimayi,0,1,Élevé
40,Femme,Burundi,Tourisme,Lubumbashi,Nairobi,0,1,Élevé
21,Femme,Ouganda,Tourisme,Kisangani,Luanda,0,1,Élevé
50,Homme,Angola,Tourisme,Lusaka,Nairobi,1,1,Moyen
66,Homme,Angola,Migration,Kisangani,Kinshasa,0,0,Moyen
39,Homme,Burundi,Études,Lusaka,Mbujimayi,1,1,Moyen
23,Femme,Ouganda,Migration,Lusaka,Kananga,0,1,Élevé
53,Homme,Burundi,Migration,Lusaka,Luanda,0,0,Moyen
33,Homme,Rwanda,Migration,Kisangani,Nairobi,0,0,Moyen
60,Femme,Burundi,Transit,Kisangani,Kananga,1,1,Moyen
56,Homme,Zambie,Transit,Lubumbashi,Tshikapa,1,0,Faible
46,Homme,Zambie,Affaires,Lubumbashi,Nairobi,1,0,Faible
66,Homme,RDC,Tourisme,Lubumbashi,Luanda,0,1,Élevé
18,Femme,Tanzanie,Tourisme,Kisangani,Kinshasa,1,0,Faible
39,Homme,Tanzanie,Études,Lubumbashi,Kananga,1,1,Moyen
57,Homme,Tanzanie,Tourisme,Goma,Luanda,0,1,Élevé
28,Homme,Rwanda,Affaires,Lusaka,Luanda,1,0,Faible
47,Homme,RDC,Migration,Lusaka,Tshikapa,1,0,Faible
19,Femme,Zambie,Migration,Lubumbashi,Kinshasa,0,1,Élevé
49,Homme,Angola,Affaires,Kigali,Kinshasa,0,0,Moyen
33,Femme,Rwanda,Migration,Goma,Nairobi,0,0,Moyen
40,Femme,Rwanda,Transit,Lubumbashi,Luanda,1,0,Faible
58,Femme,Burundi,Tourisme,Kigali,Tshikapa,0,0,Moyen
39,Femme,Tanzanie,Affaires,Kinshasa,Nairobi,1,0,Faible
44,Homme,Ouganda,Affaires,Goma,Tshikapa,1,1,Moyen
52,Homme,Angola,Affaires,Kigali,Luanda,0,0,Moyen
